genderpolicy_Response,gender,genderpolicy_2__Response,ResponseId
Don't know,f,Change my behavior causing me to cite more women,1363
Don't know,NA,Change my behavior causing me to cite more women,1128
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1154
Approve,f,Change my behavior causing me to cite more women,118
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,386
Approve,NA,Change my behavior causing me to cite more women,295
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,96
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,364
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,146
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,446
Approve,NA,Change my behavior causing me to cite more women,510
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1308
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,91
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,333
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1422
Approve,NA,Change my behavior causing me to cite more women,235
Approve,f,Change my behavior causing me to cite more women,1043
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,55
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,980
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,461
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,76
Approve,NA,Change my behavior causing me to cite more women,418
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1586
Approve,m,Change my behavior causing me to cite more women,1027
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,844
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1494
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1135
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1051
Approve,m,Change my behavior causing me to cite more women,1253
Approve,m,Change my behavior causing me to cite more women,1597
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,562
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1116
Approve,NA,Change my behavior causing me to cite more women,42
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,402
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,958
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1171
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1451
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,183
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,315
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1532
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,14
Approve,f,Change my behavior causing me to cite more women,564
Approve,f,Change my behavior causing me to cite more women,1553
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1497
Approve,f,Change my behavior causing me to cite more women,40
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1242
Approve,m,Change my behavior causing me to cite more women,1635
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,126
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1686
Don't know,m,Change my behavior causing me to cite more women,153
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1555
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,922
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1679
Approve,m,Change my behavior causing me to cite more women,1585
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1544
Approve,f,Change my behavior causing me to cite more women,644
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,852
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,535
Approve,f,Change my behavior causing me to cite more women,917
Approve,f,Change my behavior causing me to cite more women,1197
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,330
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1172
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1529
Approve,m,Change my behavior causing me to cite more women,781
Approve,f,Change my behavior causing me to cite more women,786
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,545
Approve,m,Change my behavior causing me to cite more women,141
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1533
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,159
Approve,m,Change my behavior causing me to cite more women,1658
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,240
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1710
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1118
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1657
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1322
Approve,f,Change my behavior causing me to cite more women,874
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,350
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1033
Approve,NA,Change my behavior causing me to cite more women,1115
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1541
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,628
Approve,m,Change my behavior causing me to cite more women,732
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1120
Approve,NA,Change my behavior causing me to cite more women,841
Approve,m,Change my behavior causing me to cite more women,267
Approve,f,Change my behavior causing me to cite more women,1632
Approve,f,Change my behavior causing me to cite more women,1372
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,527
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1773
Approve,m,Change my behavior causing me to cite more women,1256
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1645
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,890
Approve,m,Change my behavior causing me to cite more women,1038
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1097
Don't know,f,Change my behavior causing me to cite more women,1404
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,398
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,570
Approve,f,Change my behavior causing me to cite more women,710
Approve,f,Change my behavior causing me to cite more women,1103
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,313
Approve,NA,Change my behavior causing me to cite fewer women,1227
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,184
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,503
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,763
Disapprove,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,271
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1228
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1588
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1099
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1395
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,646
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1324
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,919
Don't know,f,Change my behavior causing me to cite more women,1496
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,181
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1388
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1193
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1374
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,948
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1547
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1652
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1530
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1225
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1455
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,945
Approve,m,Change my behavior causing me to cite more women,1669
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,472
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,483
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,643
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,484
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,288
Approve,f,Change my behavior causing me to cite more women,1161
Approve,m,Change my behavior causing me to cite more women,1677
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1538
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,592
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,396
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,285
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1550
Don't know,m,Change my behavior causing me to cite more women,341
Approve,m,Change my behavior causing me to cite more women,602
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1478
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1122
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1151
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1705
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,150
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1160
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,230
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,589
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,324
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,582
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1472
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1485
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1400
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1105
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,19
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1682
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1739
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,450
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,938
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,442
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,810
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,54
Approve,f,Change my behavior causing me to cite more women,394
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,664
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1638
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,999
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1416
Don't know,f,Change my behavior causing me to cite more women,799
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,415
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,996
Approve,m,Change my behavior causing me to cite more women,1527
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1068
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1673
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,676
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,523
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,297
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,329
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1195
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,440
Approve,NA,Change my behavior causing me to cite more women,528
Approve,m,Change my behavior causing me to cite more women,1651
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,225
Approve,m,Change my behavior causing me to cite more women,1075
Approve,m,Change my behavior causing me to cite more women,1315
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1233
Approve,f,Change my behavior causing me to cite more women,1082
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1557
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,992
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1346
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,940
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1283
Don't know,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,949
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1141
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,222
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1013
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1517
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,950
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,803
Approve,NA,Change my behavior causing me to cite more women,525
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1360
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,314
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1735
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1718
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1670
Approve,NA,Change my behavior causing me to cite more women,935
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,953
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,94
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1542
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,321
Approve,f,Change my behavior causing me to cite more women,827
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1248
Approve,f,Change my behavior causing me to cite more women,1402
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,368
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1150
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1545
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,435
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,217
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,742
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,867
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1199
Approve,f,Change my behavior causing me to cite more women,134
Approve,f,Change my behavior causing me to cite more women,1696
Approve,m,Change my behavior causing me to cite more women,45
Approve,f,Change my behavior causing me to cite more women,834
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,352
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1659
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,898
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,880
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1332
Approve,m,Change my behavior causing me to cite more women,837
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1064
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1732
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,284
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1015
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1549
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,690
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1297
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,857
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1109
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1390
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1079
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1093
Disapprove,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,663
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1568
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1222
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,599
Approve,m,Change my behavior causing me to cite more women,413
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,745
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1505
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,501
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1170
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1353
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1356
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1014
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,171
Don't know,m,Change my behavior causing me to cite more women,1139
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1432
Disapprove,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1226
Don't know,m,Change my behavior causing me to cite more women,767
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,89
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,531
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1350
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,939
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,505
Don't know,f,Change my behavior causing me to cite more women,1385
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,517
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1052
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,268
Don't know,m,Change my behavior causing me to cite more women,616
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,514
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,41
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1244
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,621
Approve,m,Change my behavior causing me to cite more women,1335
Approve,m,Change my behavior causing me to cite more women,300
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,121
Approve,f,Change my behavior causing me to cite more women,1627
Approve,m,Change my behavior causing me to cite more women,1378
Approve,m,Change my behavior causing me to cite more women,859
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1737
Approve,f,Change my behavior causing me to cite more women,1408
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1552
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1070
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1778
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1259
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1540
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,551
Approve,m,Change my behavior causing me to cite more women,1091
Approve,m,Change my behavior causing me to cite more women,1053
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1366
Approve,m,Change my behavior causing me to cite more women,544
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1264
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,129
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,903
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1423
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1094
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1518
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,682
Approve,f,Change my behavior causing me to cite more women,1123
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,636
Approve,m,Change my behavior causing me to cite more women,506
Approve,m,Change my behavior causing me to cite more women,782
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,342
Disapprove,m,Change my behavior causing me to cite more women,325
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1026
Approve,m,Change my behavior causing me to cite more women,404
Approve,m,Change my behavior causing me to cite more women,923
Approve,NA,Change my behavior causing me to cite more women,547
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1046
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,563
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,28
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1189
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,69
Approve,m,Change my behavior causing me to cite more women,961
Approve,m,Change my behavior causing me to cite more women,633
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1230
Approve,f,Change my behavior causing me to cite more women,613
Approve,m,Change my behavior causing me to cite more women,1383
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1724
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1147
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,893
Approve,m,Change my behavior causing me to cite more women,1309
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,281
Approve,m,Change my behavior causing me to cite more women,1474
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,347
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,887
Disapprove,f,Change my behavior causing me to cite more women,1417
Don't know,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,927
Disapprove,m,Change my behavior causing me to cite more women,777
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1202
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,509
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1077
Approve,m,Change my behavior causing me to cite more women,269
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,905
Approve,m,Change my behavior causing me to cite more women,975
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1572
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1703
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,879
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,533
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1578
Approve,m,Change my behavior causing me to cite more women,971
Disapprove,f,Change my behavior causing me to cite more women,259
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,39
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1047
Approve,NA,Change my behavior causing me to cite more women,1291
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1288
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1689
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,72
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1176
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1614
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,229
Approve,f,Change my behavior causing me to cite more women,197
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1180
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1747
Approve,m,Change my behavior causing me to cite more women,255
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1749
Disapprove,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1292
Approve,NA,Change my behavior causing me to cite more women,1371
Approve,NA,Change my behavior causing me to cite more women,1567
Approve,NA,Change my behavior causing me to cite more women,1675
Approve,NA,Change my behavior causing me to cite more women,298
Approve,NA,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,906
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1387
Approve,NA,Change my behavior causing me to cite more women,513
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1238
Approve,NA,Change my behavior causing me to cite more women,833
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,615
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,237
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,538
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,253
Approve,NA,Change my behavior causing me to cite more women,193
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1058
Approve,m,Change my behavior causing me to cite more women,1716
Approve,m,Change my behavior causing me to cite more women,638
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,475
Approve,m,Change my behavior causing me to cite more women,1207
Approve,NA,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1074
Approve,m,Change my behavior causing me to cite more women,1456
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,64
Don't know,m,Change my behavior causing me to cite more women,93
Approve,f,Change my behavior causing me to cite more women,1344
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1089
Approve,f,Change my behavior causing me to cite more women,1152
