treatment,standardized,gender,Country,Subfield,Rank,Ethnicity,resp_gender,age,paradigm,sample,ResponseId
rank_control,Naeem Inayatullah,m,US,Gender in IR,Other,1,m,NA,Other,US,168
rank_control,Stephen D. Krasner,m,US,Comparative Foreign Policy,Associate Professor,1,m,NA,Realism,US,188
rank_control,Jack Donnelly,m,US,I am not an IR scholar,Associate Professor,1,m,NA,Liberalism,US,743
rank_control,Robert J. Art,m,US,International/Global Security,Other,0,f,NA,Non-paradigmatic,US,366
rank_control,Kathryn A. Sikkink,f,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,416
rank_control,Bruce Bueno de Mesquita,m,US,Human Rights,Associate Professor,1,m,NA,Non-paradigmatic,US,511
rank_control,Beth A. Simmons,f,US,International/Global Political Economy,Full Professor,1,m,NA,Non-paradigmatic,US,38
rank_control,Thomas C. Schelling,m,US,International/Global Security,Assistant Professor,1,f,NA,Realism,US,219
rank_control,J. Ann Tickner,f,US,Human Security,Full Professor,1,m,63,Other,US,117
rank_control,David A. Lake,m,US,International/Global Political Economy,Other,1,m,74,Non-paradigmatic,US,739
rank_control,J. Ann Tickner,f,US,Other,Assistant Professor,1,m,NA,Constructivism,US,654
rank_control,Jeffrey W. Legro,m,US,International/Global Security,Associate Professor,1,m,49,Constructivism,US,649
rank_control,Kenneth Waltz,m,US,Development Studies,Full Professor,1,m,NA,Realism,US,212
rank_control,Martha Crenshaw,f,US,International/Global Security,Assistant Professor,0,f,NA,Constructivism,US,563
rank_control,G. John Ikenberry,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Liberalism,US,307
rank_control,Robert Gilpin,m,US,International Relations Theory,Associate Professor,1,m,NA,Realism,US,11
rank_control,Alexander Wendt,m,US,International Relations of a particular region/country,Associate Professor,1,m,44,Liberalism,US,10
rank_control,G. John Ikenberry,m,US,International/Global Security,Full Professor,1,m,NA,Liberalism,US,736
rank_control,Jack L. Snyder,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,46
rank_control,Kenneth Waltz,m,US,International/Global Security,Other,1,m,NA,Liberalism,US,725
rank_control,Andrew J. Bacevich,m,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Non-paradigmatic,US,448
rank_control,Martha Finnemore,f,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,155
rank_control,Robert Jervis,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,509
rank_control,Gary Goertz,m,US,International/Global Political Economy,Assistant Professor,0,f,NA,Non-paradigmatic,US,702
rank_control,Michael Walzer,m,NA,European Studies/European Integration,Full Professor,1,m,57,Other,US,512
rank_control,Robert Gilpin,m,US,Development Studies,Associate Professor,1,m,NA,Non-paradigmatic,US,329
rank_control,Juliet Kaarbo,f,non-US,Comparative Foreign Policy,Full Professor,1,f,NA,Other,US,718
rank_control,Glenn Snyder,m,US,International/Global Security,Other,1,m,NA,Liberalism,US,720
rank_control,Helen V. Milner,f,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,659
rank_control,Immanuel Wallerstein,m,US,Other,Full Professor,1,m,NA,Non-paradigmatic,US,218
rank_control,Reuben E. Brigety II,m,NA,International/Global Security,Full Professor,1,m,NA,Realism,US,72
rank_control,Henry Kissinger,m,NA,Other,Full Professor,1,f,NA,Realism,US,562
rank_control,John J. Mearsheimer,m,US,Other,Associate Professor,1,f,NA,Other,US,529
rank_control,William Robinson,m,NA,Other,Assistant Professor,1,m,NA,Non-paradigmatic,US,40
rank_control,John A. Vasquez,m,US,Other,Full Professor,1,m,NA,Other,US,387
rank_control,junk,,NA,Other,Full Professor,1,m,NA,Other,US,136
rank_control,Alexander Wendt,m,US,International/Global Security,Other,1,f,NA,Realism,US,728
rank_control,Michael Ross,m,US,International/Global Political Economy,Assistant Professor,0,m,NA,Realism,US,284
rank_control,Glenn P. Hastedt,m,US,Development Studies,Full Professor,0,f,NA,Liberalism,US,115
rank_control,Helen V. Milner,f,US,Development Studies,Associate Professor,1,m,NA,Liberalism,US,427
rank_control,William Easterly,m,NA,NA,NA,NA,NA,NA,NA,US,504
rank_control,Robbie Shilliam,m,non-US,International/Global History,Associate Professor,1,m,NA,Constructivism,US,106
rank_control,Alexander de Waal,m,US,Other,Other,1,f,NA,Non-paradigmatic,US,662
rank_control,Daniel Drezner,m,US,European Studies/European Integration,Assistant Professor,1,f,NA,Other,US,39
rank_control,James R. Vreeland,m,US,Human Rights,Other,1,f,37,Non-paradigmatic,US,605
rank_control,Simon Hix,m,non-US,European Studies/European Integration,Assistant Professor,1,m,NA,Liberalism,US,647
rank_control,Martha Finnemore,f,US,International Organization(s),Associate Professor,0,m,NA,Constructivism,US,150
rank_control,Erica Chenoweth,f,US,International/Global Security,Other,1,m,NA,Other,US,489
rank_control,Robert O. Keohane,m,US,International Law,Full Professor,1,f,NA,Constructivism,US,167
rank_control,Kristian Skrede Gleditsch,m,non-US,International/Global Security,Associate Professor,1,m,NA,Liberalism,US,178
rank_control,Robert O. Keohane,m,US,European Studies/European Integration,Full Professor,1,m,54,Realism,US,655
rank_control,Robert A. Rubinstein,m,US,Human Security,Full Professor,1,m,NA,Constructivism,US,496
rank_control,Robert O. Keohane,m,US,Development Studies,Assistant Professor,0,f,NA,Other,US,299
rank_control,Robert O. Keohane,m,US,International/Global Security,Other,1,f,NA,Non-paradigmatic,US,602
rank_control,Kathryn A. Sikkink,f,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,242
rank_control,John J. Mearsheimer,m,US,Other,Full Professor,1,f,48,Liberalism,US,412
rank_control,Samuel P. Huntington,m,US,Other,Associate Professor,1,m,NA,NA,US,741
rank_control,Janice Gross Stein,f,non-US,International/Global Security,Associate Professor,0,f,NA,Non-paradigmatic,US,516
rank_control,Jessica L. P. Weeks,f,US,International/Global Security,Other,1,f,NA,Realism,US,423
rank_control,Barry Buzan,m,non-US,International Relations Theory,Full Professor,1,f,NA,Realism,US,723
rank_control,John J. Mearsheimer,m,US,Other,Other,1,m,NA,Realism,US,22
rank_control,Bruce W. Jentleson,m,US,Other,Other,1,m,NA,Realism,US,207
rank_control,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Liberalism,US,441
rank_control,James Fearon,m,US,I am not an IR scholar,Assistant Professor,1,f,NA,Other,US,533
rank_control,John J. Mearsheimer,m,US,International Relations Theory,Assistant Professor,1,m,NA,Other,US,181
rank_control,Amitav Acharya,m,non-US,Comparative Foreign Policy,Full Professor,0,f,NA,Liberalism,US,152
rank_control,Kenneth Waltz,m,US,International Relations Theory,Assistant Professor,0,f,NA,Other,US,600
rank_control,Immanuel Wallerstein,m,US,I am not an IR scholar,Associate Professor,0,m,NA,Other,US,142
rank_control,Alexander Wendt,m,US,International Organization(s),Full Professor,1,m,NA,Liberalism,US,438
rank_control,Alexander George,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Other,US,550
rank_control,Jonathan Goldstein,m,NA,U.S. Foreign Policy,Full Professor,1,f,NA,Constructivism,US,392
rank_control,Joseph S. Nye Jr.,m,US,International Organization(s),Full Professor,0,m,NA,Constructivism,US,36
rank_control,Hein E. Goemans,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,746
rank_control,Bruce Bueno de Mesquita,m,US,International/Global Political Economy,Associate Professor,1,f,NA,Non-paradigmatic,US,623
rank_control,Joseph S. Nye Jr.,m,US,International Relations Theory,Full Professor,1,m,NA,Realism,US,34
rank_control,Condoleezza Rice,f,US,International/Global Political Economy,Assistant Professor,0,f,NA,Liberalism,US,395
rank_control,Peter J. Katzenstein,m,US,I am not an IR scholar,Assistant Professor,0,f,NA,Non-paradigmatic,US,24
rank_control,Glenn Snyder,m,US,Other,Full Professor,1,m,NA,Other,US,460
rank_control,Peter J. Katzenstein,m,US,International/Global Environmental Politics,Assistant Professor,0,f,NA,Constructivism,US,256
rank_control,Will Moore,m,US,Human Rights,Assistant Professor,1,m,NA,Non-paradigmatic,US,495
rank_control,Daniel Drezner,m,US,International Relations Theory,Assistant Professor,1,m,NA,Realism,US,604
rank_control,Samuel P. Huntington,m,US,International/Global Security,Other,0,m,NA,Realism,US,126
rank_control,Joseph S. Nye Jr.,m,US,International Relations of a particular region/country,Assistant Professor,0,f,NA,Liberalism,US,631
rank_control,Samuel P. Huntington,m,US,International/Global Security,Full Professor,1,m,NA,Constructivism,US,407
rank_control,Beth A. Simmons,f,US,International/Global Security,Other,0,f,NA,Non-paradigmatic,US,494
rank_control,Andrew Moravcsik,m,US,International/Global Political Economy,Full Professor,1,m,NA,Liberalism,US,211
rank_control,James N. Rosenau,m,US,International/Global Security,Full Professor,1,m,NA,Liberalism,US,67
rank_control,Bradley Alfred Thayer,m,US,International/Global Security,Other,1,f,NA,Constructivism,US,673
rank_control,Joel Hellman,m,US,International/Global Political Economy,Full Professor,1,m,NA,Non-paradigmatic,US,531
rank_control,Jacek Kugler,m,US,International Relations Theory,Other,1,m,NA,Realism,US,144
rank_control,Noam Chomsky,m,US,International/Global Political Economy,Assistant Professor,1,f,NA,Other,US,28
rank_control,Nicholas G. Onuf,m,US,Global Civil Society,Other,1,m,NA,Constructivism,US,276
rank_control,Benjamin Barber,m,US,International/Global Political Economy,Associate Professor,0,m,52,Liberalism,US,230
rank_control,Christopher Clapham,m,non-US,NA,NA,NA,NA,NA,NA,US,375
rank_control,Benedict Anderson,m,NA,International/Global Political Economy,Assistant Professor,0,f,NA,Other,US,534
rank_control,V. Spike Peterson,f,US,Other,Full Professor,0,f,NA,Other,US,101
rank_control,Martha Finnemore,f,US,Other,Associate Professor,0,f,NA,Non-paradigmatic,US,599
rank_control,Sandra Halperin,f,non-US,International/Global Political Economy,Associate Professor,0,m,NA,Other,US,386
rank_control,Joseph S. Nye Jr.,m,US,International/Global Security,Associate Professor,1,m,NA,Realism,US,311
rank_control,Stephen Van Evera,m,US,International/Global Environmental Politics,Full Professor,1,f,NA,Non-paradigmatic,US,762
rank_control,Benjamin J. Cohen,m,US,Other,Full Professor,0,m,NA,Constructivism,US,505
rank_control,Daniel H. Nexon,m,US,International/Global Security,Full Professor,1,f,NA,Constructivism,US,221
rank_control,Kenneth A. Schultz,m,US,International Relations Theory,Other,0,m,53,NA,US,695
rank_control,Alfred C. Stepan,m,US,International/Global Political Economy,Associate Professor,0,f,NA,Non-paradigmatic,US,617
rank_control,Nils Petter Gleditsch,m,non-US,Other,Other,0,m,NA,Other,US,59
rank_control,Slavoj Zizek,m,NA,I am not an IR scholar,Assistant Professor,1,m,NA,Other,US,598
rank_control,J. Ann Tickner,f,US,U.S. Foreign Policy,Full Professor,0,m,NA,Liberalism,US,614
rank_control,Richard N. Haass,m,NA,Human Security,Other,1,f,NA,Non-paradigmatic,US,732
rank_control,Michael Walzer,m,NA,International/Global Security,Associate Professor,1,m,NA,Liberalism,US,292
rank_control,Robert Jervis,m,US,U.S. Foreign Policy,Emeritus,1,m,NA,Realism,US,303
rank_control,Steven David,m,US,Other,Other,1,m,NA,Realism,US,343
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,19
rank_gender,Robert Jervis,m,US,U.S. Foreign Policy,Full Professor,1,m,56,Non-paradigmatic,US,632
rank_gender,Michael N. Barnett,m,US,International Organization(s),Associate Professor,0,m,47,Liberalism,US,421
rank_gender,David A. Lake,m,US,International/Global Security,Associate Professor,0,m,39,Non-paradigmatic,US,417
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,700
rank_gender,Alexander Wendt,m,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,269
rank_gender,Robert Jervis,m,US,Other,Assistant Professor,1,f,NA,Non-paradigmatic,US,300
rank_gender,Helen V. Milner,f,US,Development Studies,Assistant Professor,1,m,NA,Liberalism,US,665
rank_gender,Jack L. Snyder,m,US,International/Global Security,Full Professor,1,m,NA,Realism,US,351
rank_gender,Noam Chomsky,m,US,International Relations of a particular region/country,Other,1,f,NA,Other,US,597
rank_gender,John J. Mearsheimer,m,US,U.S. Foreign Policy,Assistant Professor,1,f,NA,Realism,US,424
rank_gender,Susan Strange,f,NA,International Organization(s),Associate Professor,0,m,NA,Non-paradigmatic,US,27
rank_gender,Robert Jervis,m,US,International/Global Security,Associate Professor,1,f,NA,Realism,US,287
rank_gender,Kenneth Waltz,m,US,Other,Associate Professor,1,f,61,Non-paradigmatic,US,154
rank_gender,G. John Ikenberry,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,619
rank_gender,Martha Finnemore,f,US,International/Global Security,Full Professor,1,f,53,Non-paradigmatic,US,463
rank_gender,Thomas C. Schelling,m,US,International/Global Security,Other,1,m,NA,Non-paradigmatic,US,244
rank_gender,Friedrich Viktor Kratochwil,m,US,International/Global Ethics,Full Professor,1,f,59,Constructivism,US,176
rank_gender,Helen V. Milner,f,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,603
rank_gender,Bruce Bueno de Mesquita,m,US,International Organization(s),Assistant Professor,1,f,NA,Non-paradigmatic,US,18
rank_gender,Anne-Marie Slaughter,f,US,U.S. Foreign Policy,Full Professor,1,m,NA,Constructivism,US,493
rank_gender,David A. Lake,m,US,International Organization(s),Associate Professor,1,m,43,Liberalism,US,173
rank_gender,Robert Klein,m,NA,Development Studies,Other,1,f,NA,Other,US,102
rank_gender,Kenneth Waltz,m,US,International/Global Security,Associate Professor,1,f,NA,Realism,US,679
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,675
rank_gender,Samuel P. Huntington,m,US,International/Global Security,Full Professor,0,m,NA,Realism,US,685
rank_gender,Kathryn A. Sikkink,f,US,Other,Assistant Professor,1,f,NA,Constructivism,US,429
rank_gender,James Fearon,m,US,International/Global Security,Associate Professor,1,m,40,Realism,US,334
rank_gender,Alexander Wendt,m,US,Comparative Foreign Policy,Assistant Professor,1,m,NA,Constructivism,US,580
rank_gender,Kenneth Waltz,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,405
rank_gender,Martha Finnemore,f,US,International Organization(s),Other,1,m,NA,Non-paradigmatic,US,488
rank_gender,Alexander Wendt,m,US,U.S. Foreign Policy,Assistant Professor,1,m,NA,Non-paradigmatic,US,127
rank_gender,Francis Fukuyama,m,US,Comparative Foreign Policy,Other,1,m,NA,Liberalism,US,271
rank_gender,Robert Axelrod,m,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,355
rank_gender,Bruce Bueno de Mesquita,m,US,International/Global Security,Assistant Professor,1,m,NA,Liberalism,US,446
rank_gender,Susan Strange,f,NA,International/Global Security,Associate Professor,1,f,NA,Other,US,452
rank_gender,Cynthia Weber,f,non-US,International Relations Theory,Full Professor,1,m,NA,Other,US,719
rank_gender,James Fearon,m,US,U.S. Foreign Policy,Full Professor,1,m,51,Non-paradigmatic,US,591
rank_gender,Oran Young,m,US,International/Global Environmental Politics,Full Professor,1,f,56,Non-paradigmatic,US,503
rank_gender,Ernst Haas,m,US,Development Studies,Emeritus,1,f,79,Non-paradigmatic,US,549
rank_gender,David A. Lake,m,US,Comparative Foreign Policy,Associate Professor,1,m,48,Non-paradigmatic,US,610
rank_gender,Stephen M. Walt,m,US,International/Global Political Economy,Full Professor,1,f,NA,Non-paradigmatic,US,138
rank_gender,Cynthia Enloe,f,US,International/Global Security,Other,1,f,NA,Constructivism,US,628
rank_gender,Robert O. Keohane,m,US,International/Global Environmental Politics,Emeritus,1,m,73,Constructivism,US,431
rank_gender,Eugene Wittkopf,m,US,Other,Associate Professor,1,m,54,Realism,US,1
rank_gender,Daniel Drezner,m,US,International/Global Political Economy,Assistant Professor,1,m,58,Liberalism,US,97
rank_gender,V. Spike Peterson,f,US,Human Rights,Associate Professor,1,f,52,Other,US,708
rank_gender,Robert O. Keohane,m,US,Human Rights,Associate Professor,1,m,45,Constructivism,US,677
rank_gender,Robert O. Keohane,m,US,I am not an IR scholar,Assistant Professor,0,m,NA,Non-paradigmatic,US,629
rank_gender,Helen V. Milner,f,US,International Organization(s),Assistant Professor,0,Prefer not to answer,NA,Non-paradigmatic,US,771
rank_gender,Kenneth Waltz,m,US,U.S. Foreign Policy,Assistant Professor,1,f,NA,Non-paradigmatic,US,699
rank_gender,James Fearon,m,US,International/Global Security,Full Professor,1,m,58,Non-paradigmatic,US,346
rank_gender,Peter J. Katzenstein,m,US,International/Global Political Economy,Emeritus,1,m,71,Constructivism,US,239
rank_gender,Peter J. Katzenstein,m,US,Comparative Foreign Policy,Full Professor,1,m,53,Constructivism,US,560
rank_gender,Beth A. Simmons,f,US,International Organization(s),Assistant Professor,0,f,NA,Liberalism,US,169
rank_gender,Robert O. Keohane,m,US,NA,NA,NA,NA,NA,NA,US,484
rank_gender,Robert Jervis,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Other,US,8
rank_gender,Stephen D. Krasner,m,US,International Law,Associate Professor,1,f,NA,Other,US,584
rank_gender,Robert O. Keohane,m,US,International Organization(s),Assistant Professor,1,m,NA,Non-paradigmatic,US,522
rank_gender,James Fearon,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,380
rank_gender,John J. Mearsheimer,m,US,Development Studies,Full Professor,0,f,NA,Realism,US,546
rank_gender,Robert O. Keohane,m,US,International/Global Environmental Politics,Full Professor,1,m,60,Liberalism,US,377
rank_gender,Robert O. Keohane,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Non-paradigmatic,US,434
rank_gender,James Fearon,m,US,Religion in IR,Assistant Professor,1,m,NA,Non-paradigmatic,US,131
rank_gender,Alexander Wendt,m,US,Development Studies,Full Professor,1,m,NA,Non-paradigmatic,US,336
rank_gender,Joseph S. Nye Jr.,m,US,International/Global Security,Other,1,m,NA,Liberalism,US,233
rank_gender,Alexander Wendt,m,US,International/Global Political Economy,Assistant Professor,1,f,NA,Liberalism,US,290
rank_gender,Robert Jervis,m,US,International/Global Security,Associate Professor,1,m,51,Constructivism,US,738
rank_gender,Kenneth Waltz,m,US,International/Global Security,Full Professor,1,m,63,Realism,US,458
rank_gender,Martha Finnemore,f,US,NA,NA,NA,NA,NA,NA,US,773
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,130
rank_gender,Kathryn A. Sikkink,f,US,Human Rights,Associate Professor,1,f,NA,Constructivism,US,7
rank_gender,Alexander Wendt,m,US,International Relations Theory,Other,1,m,NA,Constructivism,US,644
rank_gender,Miles Kahler,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Non-paradigmatic,US,613
rank_gender,Melanie Richter-Montpetit,f,NA,Gender in IR,Assistant Professor,1,f,NA,Other,US,241
rank_gender,James Fearon,m,US,International/Global Security,Full Professor,1,m,NA,Non-paradigmatic,US,306
rank_gender,John J. Mearsheimer,m,US,International Organization(s),Assistant Professor,1,m,NA,Liberalism,US,29
rank_gender,Robert O. Keohane,m,US,International/Global Political Economy,Full Professor,0,m,NA,Liberalism,US,487
rank_gender,Benjamin J. Cohen,m,US,European Studies/European Integration,Full Professor,1,m,NA,Constructivism,US,641
rank_gender,Peter J. Katzenstein,m,US,International Relations of a particular region/country,Emeritus,1,f,66,Other,US,333
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,1,f,38,Non-paradigmatic,US,281
rank_gender,Joseph S. Nye Jr.,m,US,U.S. Foreign Policy,Associate Professor,1,m,NA,Liberalism,US,717
rank_gender,Bruce Bueno de Mesquita,m,US,Comparative Foreign Policy,Other,1,m,NA,Liberalism,US,569
rank_gender,Amitav Acharya,m,non-US,Development Studies,Full Professor,1,m,NA,Non-paradigmatic,US,652
rank_gender,Kenneth Waltz,m,US,History of the international relations discipline,Associate Professor,1,m,58,Constructivism,US,332
rank_gender,Kenneth Waltz,m,US,International/Global Security,Associate Professor,1,m,46,Non-paradigmatic,US,409
rank_gender,Robert Jervis,m,US,Other,Full Professor,0,f,54,Non-paradigmatic,US,120
rank_gender,Robert O. Keohane,m,US,I am not an IR scholar,Associate Professor,1,f,NA,Non-paradigmatic,US,663
rank_gender,J. Ann Tickner,f,US,International/Global Health,Assistant Professor,1,f,NA,Other,US,753
rank_gender,Charles Tilly,m,NA,International/Global History,Assistant Professor,0,m,NA,Other,US,125
rank_gender,Samuel P. Huntington,m,US,International/Global Security,Assistant Professor,1,m,NA,Realism,US,309
rank_gender,Robert Jervis,m,US,European Studies/European Integration,Full Professor,1,f,NA,Non-paradigmatic,US,616
rank_gender,Ronald L. Steel,m,NA,U.S. Foreign Policy,Associate Professor,1,m,48,Realism,US,235
rank_gender,Alexander Wendt,m,US,Human Security,Assistant Professor,1,m,NA,Constructivism,US,749
rank_gender,James Fearon,m,US,International Relations of a particular region/country,Full Professor,1,m,NA,Constructivism,US,391
rank_gender,Helen V. Milner,f,US,International/Global Political Economy,Assistant Professor,1,m,NA,Non-paradigmatic,US,254
rank_gender,Anthony F. Lang,m,non-US,International/Global Security,Full Professor,1,m,41,Constructivism,US,92
rank_gender,James Fearon,m,US,International/Global Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,660
rank_gender,James Fearon,m,US,I am not an IR scholar,Assistant Professor,0,m,NA,Non-paradigmatic,US,88
rank_gender,Samuel P. Huntington,m,US,International/Global Political Economy,Full Professor,1,m,NA,Realism,US,324
rank_gender,Henry Kissinger,m,NA,Comparative Foreign Policy,Other,1,m,NA,Other,US,82
rank_gender,Kathryn A. Sikkink,f,US,Human Rights,Assistant Professor,0,f,NA,Constructivism,US,501
rank_gender,Peter J. Katzenstein,m,US,Development Studies,Full Professor,0,m,NA,Liberalism,US,620
rank_gender,Stanley Hoffmann,m,NA,NA,NA,NA,NA,NA,NA,US,123
rank_gender,Noam Chomsky,m,US,NA,NA,NA,NA,NA,NA,US,94
rank_gender,Michael J. Shapiro,m,US,Other,Associate Professor,1,f,NA,Other,US,400
rank_gender,Robert W. Cox,m,NA,International Organization(s),Emeritus,1,m,NA,Other,US,278
rank_gender,Peter Newell,m,non-US,International/Global Environmental Politics,Full Professor,0,m,NA,Other,US,436
rank_gender,Samuel P. Huntington,m,US,International/Global Security,Full Professor,0,m,NA,Realism,US,326
rank_gender,Helen V. Milner,f,US,International/Global Environmental Politics,Assistant Professor,1,m,NA,Non-paradigmatic,US,763
rank_gender,J. Ann Tickner,f,US,International Relations Theory,Full Professor,0,f,NA,Constructivism,US,383
rank_gender,Robert O. Keohane,m,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,252
rank_gender,James Fearon,m,US,International/Global Security,Associate Professor,1,m,NA,Non-paradigmatic,US,432
rank_gender,Kathryn A. Sikkink,f,US,Human Rights,Other,1,Prefer not to answer,NA,Constructivism,US,330
rank_gender,Noam Chomsky,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Realism,US,765
rank_gender,Kenneth Waltz,m,US,International/Global Political Economy,Full Professor,1,f,NA,Non-paradigmatic,US,81
rank_gender,Chadwick Alger,m,US,Human Rights,Full Professor,1,m,64,Liberalism,US,243
rank_gender,J. Ann Tickner,f,US,Human Rights,Other,0,f,NA,Constructivism,US,53
rank_gender,Alexander Wendt,m,US,Other,Assistant Professor,0,m,NA,Other,US,50
rank_gender,Alexander Wendt,m,US,Human Security,Assistant Professor,1,m,NA,Non-paradigmatic,US,589
rank_gender,Kenneth Waltz,m,US,International Relations Theory,Other,1,m,NA,Other,US,707
rank_gender,Alexander Wendt,m,US,European Studies/European Integration,Assistant Professor,1,m,38,Constructivism,US,121
rank_gender,Martha Finnemore,f,US,Human Rights,Associate Professor,1,m,NA,Non-paradigmatic,US,658
rank_gender,Alexander Wendt,m,US,NA,NA,NA,NA,NA,NA,US,157
rank_gender,Kenneth Waltz,m,US,U.S. Foreign Policy,Full Professor,1,m,NA,Non-paradigmatic,US,140
rank_gender,Robert O. Keohane,m,US,Human Rights,Assistant Professor,1,m,NA,Liberalism,US,128
rank_gender,Helen V. Milner,f,US,International/Global Political Economy,Associate Professor,1,m,NA,Liberalism,US,558
rank_gender,James Fearon,m,US,International/Global Security,Associate Professor,1,m,NA,Liberalism,US,129
rank_gender,Scott H. Bennett,m,US,International/Global Political Economy,Assistant Professor,1,m,NA,Liberalism,US,574
rank_gender,John J. Mearsheimer,m,US,International Relations of a particular region/country,Associate Professor,0,m,NA,Constructivism,US,471
rank_gender,Hans Morgenthau,m,NA,International Relations Theory,Full Professor,1,f,72,Non-paradigmatic,US,618
rank_gender,Kathryn A. Sikkink,f,US,International Organization(s),Associate Professor,1,f,58,Liberalism,US,637
rank_gender,James Fearon,m,US,Human Security,Other,1,m,NA,Liberalism,US,418
rank_gender,Martha Finnemore,f,US,International/Global Security,Assistant Professor,1,f,NA,Constructivism,US,341
rank_gender,Kenneth Waltz,m,US,International Relations of a particular region/country,Associate Professor,0,m,39,Constructivism,US,113
rank_gender,J. Ann Tickner,f,US,European Studies/European Integration,Assistant Professor,1,m,NA,Non-paradigmatic,US,612
rank_gender,Kenneth Waltz,m,US,International Relations Theory,Full Professor,1,m,66,Constructivism,US,680
rank_gender,James Fearon,m,US,International/Global Security,Other,1,m,NA,Realism,US,104
rank_gender,James Fearon,m,US,International Organization(s),Assistant Professor,0,m,NA,Non-paradigmatic,US,642
rank_gender,Alexander Wendt,m,US,International Organization(s),Associate Professor,1,m,NA,Realism,US,41
rank_gender,Alexander Wendt,m,US,International/Global Security,Full Professor,1,m,NA,Constructivism,US,730
rank_gender,Alexander Wendt,m,US,International/Global Political Economy,Full Professor,1,f,NA,Constructivism,US,119
rank_gender,Samuel P. Huntington,m,US,International/Global Health,Full Professor,1,m,NA,Non-paradigmatic,US,360
rank_gender,John J. Mearsheimer,m,US,International/Global History,Assistant Professor,1,m,NA,Realism,US,384
rank_gender,Robert O. Keohane,m,US,Human Security,Associate Professor,1,m,54,Liberalism,US,447
rank_gender,James Fearon,m,US,Development Studies,Other,1,m,NA,Non-paradigmatic,US,146
rank_gender,Joseph S. Nye Jr.,m,US,Comparative Foreign Policy,Associate Professor,1,m,NA,Realism,US,345
rank_gender,Robert O. Keohane,m,US,International Organization(s),Assistant Professor,1,m,NA,Non-paradigmatic,US,517
rank_gender,Joseph S. Nye Jr.,m,US,Other,Associate Professor,0,m,NA,Liberalism,US,499
rank_gender,Stephen M. Walt,m,US,International Relations of a particular region/country,Full Professor,1,m,59,Realism,US,758
rank_gender,G. John Ikenberry,m,US,U.S. Foreign Policy,Associate Professor,1,m,NA,Non-paradigmatic,US,236
rank_gender,Kathryn A. Sikkink,f,US,Human Security,Assistant Professor,1,f,NA,Non-paradigmatic,US,769
rank_gender,G. John Ikenberry,m,US,International/Global Security,Full Professor,1,m,54,Constructivism,US,158
rank_gender,John J. Mearsheimer,m,US,Other,Assistant Professor,1,f,NA,Realism,US,100
rank_gender,Bruce Martin Russett,m,US,Comparative Foreign Policy,Other,1,f,NA,Liberalism,US,23
rank_gender,J. Ann Tickner,f,US,Gender in IR,Full Professor,0,f,NA,Non-paradigmatic,US,726
rank_gender,James Fearon,m,US,International/Global Security,Associate Professor,1,m,41,Realism,US,347
rank_gender,Peter J. Katzenstein,m,US,International/Global Political Economy,Full Professor,1,m,55,Other,US,32
rank_gender,Peter J. Katzenstein,m,US,International Relations of a particular region/country,Assistant Professor,1,m,NA,Non-paradigmatic,US,259
rank_gender,Robert Jervis,m,US,International/Global Security,Full Professor,1,f,NA,Other,US,65
rank_gender,Roxanne L. Doty,f,US,International/Global Security,Other,1,m,NA,Constructivism,US,177
rank_gender,Jan Kubik,m,US,Other,Other,1,f,NA,Constructivism,US,548
rank_gender,Francis Fukuyama,m,US,International/Global Political Economy,Full Professor,1,m,NA,Non-paradigmatic,US,220
