genderpolicy_Response,gender,genderpolicy_2__Response,ResponseId
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1202
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,746
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,843
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,143
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,791
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,499
Don't know,m,Change my behavior by causing me to cite more women,368
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,855
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,35
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,829
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,432
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,762
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,965
Approve,m,Change my behavior by causing me to cite fewer women,1345
Approve,f,Change my behavior by causing me to cite more women,748
Approve,m,Change my behavior by causing me to cite more women,992
Disapprove,m,Change my behavior by causing me to cite more women,1066
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,865
Approve,m,Change my behavior by causing me to cite more women,73
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1118
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,253
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,501
Approve,m,Change my behavior by causing me to cite more women,89
Don't know,m,Change my behavior by causing me to cite more women,604
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,730
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,811
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,543
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,717
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1269
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,314
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,427
Approve,f,Change my behavior by causing me to cite more women,50
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,525
Approve,m,Change my behavior by causing me to cite more women,588
Approve,m,Change my behavior by causing me to cite more women,292
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,947
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,150
Approve,f,Change my behavior by causing me to cite more women,1230
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,23
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1326
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,919
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1333
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,310
Approve,m,Change my behavior by causing me to cite more women,1256
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,596
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,606
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,491
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1367
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1140
Approve,m,Change my behavior by causing me to cite more women,172
Approve,m,Change my behavior by causing me to cite more women,731
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,552
Approve,m,Change my behavior by causing me to cite more women,555
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,808
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,152
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1213
Disapprove,m,Change my behavior by causing me to cite more women,129
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1309
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1009
Approve,f,Change my behavior by causing me to cite more women,1029
Approve,m,Change my behavior by causing me to cite more women,1035
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,787
Approve,f,Change my behavior by causing me to cite more women,412
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,920
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,930
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,524
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,860
Approve,m,Change my behavior by causing me to cite more women,1322
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,599
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1335
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,961
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1284
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,476
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1344
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,889
Approve,m,Change my behavior by causing me to cite more women,481
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,63
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1337
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,123
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,864
Approve,m,Change my behavior by causing me to cite more women,191
Approve,f,Change my behavior by causing me to cite more women,44
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,385
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,394
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,153
Approve,f,Change my behavior by causing me to cite more women,1371
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1034
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,834
Approve,m,Change my behavior by causing me to cite more women,47
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,22
Don't know,m,Change my behavior by causing me to cite more women,1217
Don't know,m,Change my behavior by causing me to cite more women,116
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,118
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,626
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1135
Don't know,m,Change my behavior by causing me to cite more women,622
Disapprove,m,Change my behavior by causing me to cite more women,985
Approve,f,Change my behavior by causing me to cite more women,582
Approve,f,Change my behavior by causing me to cite more women,294
Don't know,f,Change my behavior by causing me to cite more women,908
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1406
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,982
Disapprove,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1108
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,208
Approve,m,Change my behavior by causing me to cite more women,107
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,353
Approve,m,Change my behavior by causing me to cite more women,32
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,607
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,688
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1385
Approve,m,Change my behavior by causing me to cite more women,1
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,875
Approve,f,Change my behavior by causing me to cite more women,839
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,436
Approve,m,Change my behavior by causing me to cite more women,635
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1000
Approve,m,Change my behavior by causing me to cite more women,1296
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,127
Approve,f,Change my behavior by causing me to cite more women,171
Approve,f,Change my behavior by causing me to cite more women,575
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,174
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1237
Don't know,Prefer not to answer,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,475
Don't know,f,Change my behavior by causing me to cite more women,602
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,80
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,266
Approve,m,Change my behavior by causing me to cite more women,1254
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,37
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,608
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,181
Approve,f,Change my behavior by causing me to cite more women,1399
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1220
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1407
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1232
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,885
Disapprove,m,Change my behavior by causing me to cite more women,1409
Approve,m,Change my behavior by causing me to cite more women,913
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1032
Approve,f,Change my behavior by causing me to cite more women,175
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1277
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1353
Approve,f,Change my behavior by causing me to cite more women,28
Approve,f,Change my behavior by causing me to cite more women,674
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1090
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,237
Approve,m,Change my behavior by causing me to cite more women,286
Disapprove,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1038
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1242
Approve,f,Change my behavior by causing me to cite more women,194
Approve,m,Change my behavior by causing me to cite more women,1016
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,236
Approve,m,Change my behavior by causing me to cite more women,282
Don't know,m,Change my behavior by causing me to cite more women,876
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,581
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,343
Approve,f,Change my behavior by causing me to cite more women,1014
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1308
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,641
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,145
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,683
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,56
Approve,m,Change my behavior by causing me to cite more women,1125
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,904
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1007
Approve,m,Change my behavior by causing me to cite more women,1169
Approve,f,Change my behavior by causing me to cite more women,1188
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,482
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,313
Don't know,m,Change my behavior by causing me to cite more women,247
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,445
Approve,m,Change my behavior by causing me to cite more women,411
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1110
Approve,m,Change my behavior by causing me to cite more women,144
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,435
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,82
Approve,f,Change my behavior by causing me to cite more women,981
Approve,m,Change my behavior by causing me to cite more women,485
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1263
Approve,m,Change my behavior by causing me to cite more women,509
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,235
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1198
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,563
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,400
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,452
Approve,m,Change my behavior by causing me to cite more women,270
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,893
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1227
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,51
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1072
Approve,m,Change my behavior by causing me to cite more women,642
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,374
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1314
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,216
Approve,m,Change my behavior by causing me to cite more women,962
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1397
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,544
Don't know,m,Change my behavior by causing me to cite more women,933
Approve,m,Change my behavior by causing me to cite more women,419
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,751
Approve,f,Change my behavior by causing me to cite more women,1249
Approve,m,Change my behavior by causing me to cite more women,1143
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1139
Approve,m,Change my behavior by causing me to cite more women,987
Approve,f,Change my behavior by causing me to cite more women,278
Approve,m,Change my behavior by causing me to cite more women,373
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1211
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1330
Approve,f,Change my behavior by causing me to cite more women,765
Approve,m,Change my behavior by causing me to cite more women,185
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,285
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,312
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1327
Approve,m,Change my behavior by causing me to cite more women,246
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1109
Disapprove,m,Change my behavior by causing me to cite more women,413
Approve,f,Change my behavior by causing me to cite more women,1224
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,845
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,20
Disapprove,m,Change my behavior by causing me to cite more women,781
Approve,f,Change my behavior by causing me to cite more women,97
Disapprove,m,Change my behavior by causing me to cite more women,983
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,538
Approve,f,Change my behavior by causing me to cite more women,844
Approve,f,Change my behavior by causing me to cite more women,213
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1357
Approve,f,Change my behavior by causing me to cite more women,654
Approve,f,Change my behavior by causing me to cite more women,617
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,486
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,148
Approve,m,Change my behavior by causing me to cite more women,70
Approve,f,Change my behavior by causing me to cite more women,358
Approve,f,Change my behavior by causing me to cite more women,695
Disapprove,f,Change my behavior by causing me to cite more women,433
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1209
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,948
Approve,m,Change my behavior by causing me to cite more women,382
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,668
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,72
Don't know,f,Change my behavior by causing me to cite more women,519
Approve,f,Change my behavior by causing me to cite more women,848
Approve,m,Change my behavior by causing me to cite more women,1240
Approve,m,Change my behavior by causing me to cite more women,558
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,48
Approve,m,Change my behavior by causing me to cite more women,201
Approve,m,Change my behavior by causing me to cite more women,1341
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1091
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1195
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,696
Approve,m,Change my behavior by causing me to cite more women,728
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,957
Approve,m,Change my behavior by causing me to cite more women,209
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,537
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1197
Approve,m,Change my behavior by causing me to cite more women,232
Approve,m,Change my behavior by causing me to cite more women,1025
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,703
Don't know,m,Change my behavior by causing me to cite more women,1343
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,341
Approve,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1048
Approve,m,Change my behavior by causing me to cite more women,1354
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,594
Approve,f,Change my behavior by causing me to cite more women,450
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,321
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,569
Approve,m,Change my behavior by causing me to cite more women,887
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,364
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1082
Don't know,m,Change my behavior by causing me to cite more women,295
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,299
Approve,f,Change my behavior by causing me to cite more women,881
Approve,f,Change my behavior by causing me to cite more women,6
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,769
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1293
Approve,m,Change my behavior by causing me to cite more women,257
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,636
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,38
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1133
Approve,f,Change my behavior by causing me to cite more women,58
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,997
Approve,m,Change my behavior by causing me to cite more women,678
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,69
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,702
Approve,f,Change my behavior by causing me to cite more women,410
Approve,f,Change my behavior by causing me to cite more women,248
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,888
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,142
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1161
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,370
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1027
Don't know,m,Change my behavior by causing me to cite more women,302
Approve,m,Change my behavior by causing me to cite more women,846
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1196
Approve,m,Change my behavior by causing me to cite more women,139
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,666
Approve,f,Change my behavior by causing me to cite more women,297
Approve,m,Change my behavior by causing me to cite more women,444
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,40
Don't know,f,Change my behavior by causing me to cite more women,64
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1390
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,963
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1403
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,927
Approve,f,Change my behavior by causing me to cite more women,360
Approve,f,Change my behavior by causing me to cite more women,164
Don't know,m,Change my behavior by causing me to cite more women,1068
Approve,m,Change my behavior by causing me to cite more women,1313
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1410
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1069
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,955
Approve,m,Change my behavior by causing me to cite more women,100
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1340
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1199
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1400
Don't know,m,Change my behavior by causing me to cite more women,1047
Approve,m,Change my behavior by causing me to cite more women,469
Approve,m,Change my behavior by causing me to cite more women,1079
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1205
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,634
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,953
Approve,m,Change my behavior by causing me to cite more women,457
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1043
Approve,f,Change my behavior by causing me to cite more women,1005
Approve,m,Change my behavior by causing me to cite more women,853
Approve,f,Change my behavior by causing me to cite more women,157
Don't know,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1394
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1087
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1219
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,224
Don't know,m,Change my behavior by causing me to cite more women,1054
Approve,m,Change my behavior by causing me to cite more women,995
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,423
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,736
Don't know,m,Change my behavior by causing me to cite more women,113
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,405
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,438
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,956
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,655
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,276
Approve,m,Change my behavior by causing me to cite more women,53
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,878
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,168
Disapprove,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,16
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1317
Approve,m,Change my behavior by causing me to cite more women,835
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,497
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,269
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1315
Approve,f,Change my behavior by causing me to cite more women,698
Don't know,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,320
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1076
Approve,m,Change my behavior by causing me to cite more women,184
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,619
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,994
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,340
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1074
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,550
Approve,m,Change my behavior by causing me to cite more women,1378
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1206
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,322
Approve,m,Change my behavior by causing me to cite more women,244
Approve,m,Change my behavior by causing me to cite more women,218
Approve,m,Change my behavior by causing me to cite more women,665
Don't know,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,338
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,958
Approve,f,Change my behavior by causing me to cite more women,1359
Approve,m,Change my behavior by causing me to cite more women,109
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,975
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1414
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1064
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1244
Approve,m,Change my behavior by causing me to cite more women,633
Don't know,f,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,532
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,196
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,584
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1019
Approve,m,Change my behavior by causing me to cite more women,576
Approve,m,Change my behavior by causing me to cite more women,1101
Approve,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,327
Approve,m,Change my behavior by causing me to cite more women,1372
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,460
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,832
Approve,f,Change my behavior by causing me to cite more women,26
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,55
Approve,m,Change my behavior by causing me to cite more women,504
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,950
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,182
Approve,m,Change my behavior by causing me to cite more women,690
Approve,f,Change my behavior by causing me to cite more women,872
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,151
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1298
Don't know,f,Change my behavior by causing me to cite more women,471
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,1303
Approve,f,Change my behavior by causing me to cite more women,1097
Approve,m,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,557
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,1268
Approve,m,Change my behavior by causing me to cite more women,819
Approve,m,Change my behavior by causing me to cite more women,506
Approve,m,Change my behavior by causing me to cite more women,36
Disapprove,m,Have no impact on my behavior even though I currently do not make a special effort to cite underrepresented individuals,440
Approve,f,Change my behavior by causing me to cite more women,1214
Approve,m,Change my behavior by causing me to cite more women,54
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,195
Approve,f,Have no impact on my behavior because I already make a special effort to cite underrepresented individuals,719
Approve,f,Change my behavior by causing me to cite more women,1368
