bookID,Title,press,year,Paradigm,Seriously_Realism,Seriously_Liberalism,Seriously_Marxism,Seriously_Constructivism,Seriously_NonParadigmatic,Seriously_AtheoreticNone,Synthesis_Realism,Synthesis_Liberalism,Synthesis_Marxism,Synthesis_Constructivism,Synthesis_NonParadigmatic,Synthesis_NoSynthesis,Ideational,Material,Epistemology,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_None,Contemporary,PolicyPrescription,IssueArea,Level_1,Level_2,Level_3,Level_None,Methodology_AnalyticNonFormal,Methodology_Counterfactual,Methodology_Descriptive,Methodology_Experimental,Methodology_FormalModeling,Methodology_PolicyAnalysis,Methodology_Qualitative,Methodology_Quantitative,Region_Antartica,Region_CanadaWestEurope,Region_EastAsia,Region_FSUEasternEurope,Region_Global,Region_LatinAmerica,Region_MiddleEastNorthAfrica,Region_None,Region_Oceania,Region_SouthAsia,Region_SoutheastAsia,Region_SubSaharanAfrica,Region_UnitedStates,Focus_Alliances,Focus_BalanceofPower,Focus_BargainingDeterrenceStrategy,Focus_Development,Focus_Diplomacy,Focus_DomesticPolitics,Focus_EconomicInterdependence,Focus_Environment,Focus_EthnicityReligion,Focus_ForeignAid,Focus_ForeignPolicy,Focus_Gender,Focus_Humanitarian,Focus_IGO,Focus_InterstateCrisis,Focus_InterstateWar,Focus_IntlLaw,Focus_IntrastateConflict,Focus_IRDiscipline,Focus_ItnlRegimes,Focus_Migration,Focus_MonetaryPolicy,Focus_NGO,Focus_NorthSouthRelations,Focus_PublicHealth,Focus_PublicOpinion,Focus_RegimeType,Focus_RegionalIntegration,Focus_Sanctions,Focus_Terrorism,Focus_Trade,Focus_WeaponSystems,Focus_WMDProliferation,Focus_Other
245,Trauma and the Memory of Politics,Cambridge,2003,Non-paradigmatic,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Other,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
2701,"Triumph Forsaken: The Vietnam War, 1954-1965",Cambridge,2012,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,Yes,No,No,No,No,No,International Security,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
445,"Twentieth-Century Diplomacy: A Case Study of British Practice, 1963-1976",Cambridge,2008,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,No,No,No,No,No,Other,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
447,Universal Human Rights in a World of Difference,Cambridge,2008,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,No,No,No,Yes,N/A,Yes,Human Rights,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
189,US Foreign Policy and the Iran Hostage Crisis (Cambridge Studies in International Relations),Cambridge,2001,Non-paradigmatic,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,No,No,No,No,No,US Foreign Policy,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
2608,Victory in War: Foundations of Modern Strategy,Cambridge,2011,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
522,Visions of World Community,Cambridge,2009,Non-paradigmatic,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,No,No,No,Yes,N/A,No,Political Theory,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2725,"War, Guilt, and World Politics after World War II",Cambridge,2012,Non-paradigmatic,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Comparative Foreign Policy,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
334,Who Believes in Human Rights?: Reflections on the European Convention (Law in Context),Cambridge,2006,Non-paradigmatic,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Human Rights,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
573,Why Nations Fight: Past and Future Motives for War,Cambridge,2010,Non-paradigmatic,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No
387,Zionism and the Foundations of Israeli Diplomacy,Cambridge,2007,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Comparative Politics,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
660,A Not-So-Distant Horror: Mass Violence In East Timor,Cornell,2005,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,International Security,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
3011,A Scrap of Paper: Breaking and Making International Law during the Great War,Cornell,2014,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,Yes,No,No,No,No,No,No,No,No,International Law,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
661,A World of Regions: Asia and Europe in the American Imperium,Cornell,2005,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,International Political Economy,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
662,Agents of Empire: Spanish Ambassadors in Sixteenth-century Italy,Cornell,2005,Non-paradigmatic,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,Yes,No,No,No,No,No,No,No,No,No,No,Comparative Foreign Policy,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2785,"Atomic Assistance: How ""Atoms for Peace"" Programs Cause Nuclear Insecurity",Cornell,2012,Non-paradigmatic,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
633,Border Games: Policing the U.S.-Mexico Divide (Cornell Studies in Political Economy),Cornell,2001,Non-paradigmatic,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
652,Crude Awakenings: Global Oil Security and American Foreign Policy,Cornell,2004,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Political Economy,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes
670,"Dangerous Sanctuaries: Refugee Camps, Civil War, And the Dilemmas of Humanitarian Aid (Cornell Studies in Security Affairs)",Cornell,2006,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,International Security,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
2821,"Hard Interests, Soft Illusions: Southeast Asia and American Power",Cornell,2012,Non-paradigmatic,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Comparative Foreign Policy,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No
655,Leaders and Their Followers in a Dangerous World: The Psychology of Political Behavior (Psychoanalysis & Social Theory S),Cornell,2004,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Comparative Foreign Policy,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
2907,Leaders at War: How Presidents Shape Military Interventions,Cornell,2014,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,International Security,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2918,Lost Causes: Agenda Vetting in Global Issue Networks and the Shaping of Human Security,Cornell,2014,Non-paradigmatic,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Positivist,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Human Rights,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
686,"No Man's Land: Globalization, Territory, and Clandestine Groups in Southeast Asia",Cornell,2010,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
2771,Nuclear Statecraft: History and Strategy in America's Atomic Age,Cornell,2012,Non-paradigmatic,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
687,Reputation and International Politics (Cornell Studies in Security Affairs),Cornell,2010,Non-paradigmatic,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Yes,No,No,No,No,Yes,No,No,No,No,International Security,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
688,Sorry States: Apologies in International Politics (Cornell Studies in Security Affairs),Cornell,2010,Non-paradigmatic,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
635,The Ethics of Destruction: Norms and Force in International Relations (Cornell Studies in Security Affairs),Cornell,2001,Non-paradigmatic,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
643,The Making of National Money: Territorial Currencies in Historical Perspective,Cornell,2002,Non-paradigmatic,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,International Political Economy,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
650,"The Offshore World: Sovereign Markets, Virtual Places, and Nomad Millionaires",Cornell,2003,Non-paradigmatic,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Non-Positivist/Post-Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,International Political Economy,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2704,The Universe Unraveling: American Foreign Policy in Cold War Laos,Cornell,2012,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,No,No,No,No,No,US Foreign Policy,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
645,"Vital Crossroads: Mediterranean Origins of the Second World War, 1935-1940 (Cornell Studies in Security Affairs)",Cornell,2002,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,Yes,Yes,No,No,No,No,No,No,International Security,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1097,A Legal Geography of Yugoslavia's Disintegration,Oxford,2008,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,International Law,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
1098,A Stranger in Europe: Britain and the EU from Thatcher to Blair,Oxford,2008,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Organization,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1187,An Emergent European Executive Order,Oxford,2010,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,No,No,Yes,No,Yes,No,International Organization,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
1009,At War with Ourselves: Why America Is Squandering Its Chance to Build a Better World,Oxford,2004,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,US Foreign Policy,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
1144,Atmospheric Justice: A Political Theory of Climate Change,Oxford,2009,Non-paradigmatic,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Non-Positivist/Post-Positivist,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Environment,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
1145,Atomic Obsession: Nuclear Alarmism from Hiroshima to Al-Qaeda,Oxford,2009,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,International Security,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
995,Between Anarchy and Society: Trusteeship and the Obligations of Power,Oxford,2003,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Human Rights,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
977,Bosnia after Dayton: Nationalist Partition and International Intervention,Oxford,2002,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Comparative Politics,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2953,"Children's rights, Eastern enlargement and the EU human rights regime",Oxford,2014,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Human Rights,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
2588,Civilian or Combatant?: A Challenge for the 21st Century,Oxford,2011,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Human Rights,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
2662,Climate Change and Migration: Security and Borders in a Warming World,Oxford,2011,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Other,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2667,Collective Security,Oxford,2011,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Security,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1148,Contested Statehood: Kosovo's Struggle for Independence,Oxford,2009,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,International Security,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2858,De-Mystification of Participatory Democracy: EU-Governance and Civil Society,Oxford,2013,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Non-Positivist/Post-Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Political Theory,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No
1103,Defending Humanity: When Force is Justified and Why,Oxford,2008,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,International Law,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1069,Defending the Society of States: Why America Opposes the International Criminal Court and its Vision of World Society,Oxford,2007,Non-paradigmatic,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,International Law,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
953,Designing Europe: Comparative Lessons from the Federal Experience,Oxford,2001,Non-paradigmatic,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Positivist,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Comparative Foreign Policy,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
